'Imei','InternalName','DID','LID','Firmware','Modem','Operator','Country','FID','Latitude','Longitude','TimeZone','Age','NumFirstConnect','CatFirstConnectEqual','CatFirstConnectExtreme'
'2c5eb131a72283934e7c8be05bd91a58','ATLAS_2SPB','46','16','0.1.34V11','BC66NBR01A11','Vodafone','Germany','2221','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','617','3.0','muy bajo','bajo'
'4a78ddf0673d3acc42e19189d7105fce','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Movistar','Spain','2340','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','74','3.0','muy bajo','bajo'
'1415f225cd439f91c6d27f9c3cf0c88b','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Portugal','3478','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','155','3.0','muy bajo','bajo'
'7965335d2d3c3fdeee48c1140f9b85ba','ATLAS_2SPB','47','25','0.1.37V11','BC66NBR01A11','Vodafone','Portugal','3137','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','210','2.0','muy bajo','bajo'
'95194dfd1b50e3f0107596e74aca554f','Atlas 2','2','2','0.0.68','BC66NBR01A10','Vodafone','Spain','427','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','544','7.0','alto','bajo'
'1278958429b38d714136f4033edff157','ATLAS_2S','2','7','0.1.12','BC66NBR01A11','Movistar','Spain','1317','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','634','4.0','muy bajo','bajo'
'744088bbde98371d2d6e4e97f8979dc8','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Vodafone','Spain','2000','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','729','7.0','alto','bajo'
'449a0f86895284031b81cd0131b46dec','ATLAS_2SPB','1','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Italy','3949','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','0','2.0','muy bajo','bajo'
'd564bf358fbd6815ccd20a5470f3d72b','ATLAS_2G_SPB','17','33','0.2.36V11Tur','M66FCR01A03BT','','Azerbaijan','3063','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Asia/Baku','30','5.0','bajo','bajo'
'63a79b0b1cc334830fc9dffc332dcb76','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Movistar','Spain','3670','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','133','5.0','bajo','bajo'
'cd51794a65e0b5ed98b711d38a5f1cf5','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','2468','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','851','6.0','alto','bajo'
'585ac534e9446b36001f98e1b3ca03d3','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3259','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','268','26.0','muy alto','bajo'
'eb8b586491d6d733c82601e7e5bc7468','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3171','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','187','8.0','alto','bajo'
'0a21cf8c02271b918685039d686b113e','ATLAS_2SPB','29','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Spain','3927','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','0','7.0','alto','bajo'
'16d72aa2a7484fb05ffc62853f8668e8','Atlas 2','3','5','0.0.60','BC66NBR01A10','Vodafone','Netherlands','529','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','872','6.0','alto','bajo'
'5f18c01567242c5c828e7ba8c71a25c1','Atlas 2','3','2','0.0.43','BC66NBR01A10','Vodafone','Netherlands','501','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','123','2.0','muy bajo','bajo'
'ff673b347069e2497577862d488853cc','ATLAS_2G_SPB','2','22','0.2.36V11','M66FCR01A02BT','Movistar','Spain','2386','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','273','4.0','muy bajo','bajo'
'19b8bc7141baaa3bcf308ec99c1de25d','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','456','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','18','13.0','muy alto','bajo'
'69553e0ba18efe72e830346fb27f0773','ATLAS_2G_SPB','6','28','0.2.33V11','M66FBR03A08','','France','3981','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Paris','0','1.0','muy bajo','bajo'
'421287a718d0ea6e5c0b3c2a5adf13c5','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3390','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','88','5.0','bajo','bajo'
'e1b10531a2fda717a92eea4a4f0c2412','ATLAS_2SPB','2','29','0.1.37V11','BC66NBR01A11','Movistar','Spain','2284','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','244','4.0','muy bajo','bajo'
'94b1323873737f2dce3bbcd810be8163','ATLAS_2SP','2','7','0.1.17','BC66NBR01A11','Movistar','Spain','728','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','607','5.0','bajo','bajo'
'4591548001a8fb8ee35eb471b5be86d6','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3549','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','197','5.0','bajo','bajo'
'8ab307503fa056fe4eb57ca5e8a77a5d','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2385','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','563','9.0','alto','bajo'
'f6925e9036dc777f78d97b88fbdc8b56','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3165','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','295','10.0','alto','bajo'
'144bac0da1b23a4d8a2cc29d32b5ee22','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','3219','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1048','7.0','alto','bajo'
'ff9925beba3a5b3910bed480b071e65b','ATLAS_2SPB','1','27','0.1.36V11','BC66NBR01A11','Vodafone','Germany','511','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','590','9.0','alto','bajo'
'341be142b687e71f768593241134075f','ATLAS_2SPB','2','27','0.1.37V11','BC66NBR01A11','Movistar','Spain','1268','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','269','6.0','alto','bajo'
'1b3e908b131e39856b163d4a78345ff8','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','608','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','745','6.0','alto','bajo'
'19c70474706149c41c4354b6bf55a932','ATLAS_2S','8','7','0.1.15','BC66NBR01A11','Vodafone','Spain','2148','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','213','5.0','bajo','bajo'
'2490d420b71ea43061b752bcd72ad471','ATLAS_2SP','2','7','0.1.17','BC66NBR01A11','Movistar','Spain','1073','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','781','3.0','muy bajo','bajo'
'94fe9426c0d73163f110ece255a2829e','Atlas 2','2','5','0.0.60','BC66NBR01A10','Movistar','Spain','843','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1184','4.0','muy bajo','bajo'
'94acb209c8b4994960c10bfdab06f5e0','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','2305','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','601','17.0','muy alto','bajo'
'ba184a4dcad998b57cf5141c9c2421f9','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Spain','3873','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','27','2.0','muy bajo','bajo'
'c2258563772e1b1a3378115671a2c34c','ATLAS_2G_SP','6','7','0.2.17F','M66FBR03A07','Vodafone','France','2030','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Paris','616','2.0','muy bajo','bajo'
'3a98e29c11443f0698f85421d9aa38b2','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','728','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1094','5.0','bajo','bajo'
'3fc54055cedae803e94f75033e3a6b00','Atlas 2','2','2','0.0.43','BC66NBR01A10','Vodafone','Spain','646','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','107','5.0','bajo','bajo'
'16f70c1dff4c57f7f3434d4b2fdde91f','ATLAS_2G','4','7','0.2.16','M66FBR03A07','Vodafone','Italy','977','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','829','6.0','alto','bajo'
'b74900df7e619f3deb5de01cfa6019cb','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Vodafone','Spain','3098','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','314','6.0','alto','bajo'
'96af9b6e07695ce37ca519b329178a46','Atlas 2','31','2','0.0.43','BC66NBR01A10','Movistar','Spain','2134','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','810','90.0','muy alto','alto'
'085a911dd43f485c093333a091a0380b','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','2386','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','282','72.0','muy alto','bajo'
'b429203bef774d1a0d9dbd47b90360ee','ATLAS_2G_SPB','17','34','0.2.36V11Tur','M66FCR01A03BT','VTurkey','Türkiye','2816','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','191','3.0','muy bajo','bajo'
'e7e6f72b45aa0945654a6e319d83b2ef','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','706','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1310','11.0','muy alto','bajo'
'b45b97d0abb218608fa3edc86bff0029','ATLAS_2SPB','50','27','0.1.37V11AUS','BC66NBR01A11','Telstra','Australia','3845','Grupo5 (Zona Subtropical -)','Grupo E (Asia Oeste / Medio Oriente)','Australia/Perth','10','5.0','bajo','bajo'
'27dc49e43dfb2f49061ed65b7c8d6630','ATLAS_2G_SPB','1','38','0.2.40V12','M66FCR01A02BT','Vodafone','Germany','3131','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','248','6.0','alto','bajo'
'bba4bdaf7fb0abf769468941cdfb9b3e','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Portugal','3465','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','97','2.0','muy bajo','bajo'
'55a8433b35c4f7898db01494429c6002','ATLAS_2SPB','18','31','0.1.37V11USA','BC66NBR01A11','Vodafone','United States','3085','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','317','8.0','alto','bajo'
'323c079cc7e634549dc3c19aee6ef67d','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','2118','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','457','6.0','alto','bajo'
'9fc65732097af8dcd51bf79bc07fd0c9','ATLAS_2S','1','7','0.1.15','BC66NBR01A11','1nce','Croatia','1770','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Zagreb','858','27.0','muy alto','bajo'
'bf53f2008a0ac46485ea8dd283201279','Atlas 2','2','5','0.0.60','BC66NBR01A10','Movistar','Spain','763','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1185','6.0','alto','bajo'
'3f81d15f53236e98944a560e16359162','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Vodafone','Spain','3152','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','741','2.0','muy bajo','bajo'
'2ef6ea73267870ddc037e7288948ec76','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','2386','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','307','7.0','alto','bajo'
'f0c1112effc80b59c4ecae01d93c153f','ATLAS_2G_SPB','2','28','0.2.33V11','M66FBR03A07','Movistar','Spain','2196','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','603','2.0','muy bajo','bajo'
'85b4808a97670a0fd3071ade09037400','Atlas 2','2','5','0.0.60','BC66NBR01A10','Movistar','Spain','1336','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','815','414.0','muy alto','alto'
'8114f78bf7f29b55951a6a829ebc4731','Atlas 2','2','6','0.0.60','BC66NBR01A10','Movistar','Spain','693','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','433','4.0','muy bajo','bajo'
'2b65b53c7ad2bc823be2392e7df19d91','ATLAS_2G_SPB','2','28','0.2.33V11','M66FBR03A08','Movistar','Spain','2196','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','603','2.0','muy bajo','bajo'
'df1776724ce3c9d9a0031d0c8ed55db0','Atlas 2','2','3','0.0.60','BC66NBR01A10','Vodafone','Spain','422','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1172','4.0','muy bajo','bajo'
'7c5742dc83918bf6f0631bbd94ea8861','ATLAS_2G_SPB','2','18','0.2.34V11','M66FCR01A02BT','Movistar','Portugal','2177','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','469','8.0','alto','bajo'
'8462b4694dde1e83d333bdb240e76577','ATLAS_2S','19','7','0.1.15','BC66NBR01A11','Vodafone','Spain','483','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','558','5.0','bajo','bajo'
'62b8d99c48a66c4ed3e844ce32a30866','Atlas 2','2','5','0.0.50','BC66NBR01A10','Movistar','Spain','588','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','103','2.0','muy bajo','bajo'
'81de17eca5a2b4f2a3b40285f444a3ef','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Vodafone','Spain','3152','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','683','3.0','muy bajo','bajo'
'a8a4356d2de1250c3d726382ac66d7b0','ATLAS_2SPB','31','1','0.1.31V10','BC66NBR01A11','Vodafone','Andorra','3710','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Andorra','319','20.0','muy alto','bajo'
'5a7decd9e8a5ab0f48e9e43367a302fd','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','2331','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','554','12.0','muy alto','bajo'
'0000afca14df2bee5e7fba53c0e25dbd','Atlas 2','2','5','0.0.50','BC66NBR01A10','Movistar','Spain','563','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1366','6.0','alto','bajo'
'129c3814bca67d83e8ba6d02fc6271db','ATLAS_2SP','2','7','0.1.17','BC66NBR01A11','Movistar','Spain','1331','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','63','4.0','muy bajo','bajo'
'f9e7f825a00cd409b72460d1b13af38c','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Movistar','Spain','453','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','245','5.0','bajo','bajo'
'598f87914fb68f00c0d6e8f1b406c02c','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','2232','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','624','3.0','muy bajo','bajo'
'db403aa3ab3daf4511c4bd906b8fae06','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Vodafone','Spain','2093','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','729','3.0','muy bajo','bajo'
'2096829dffe1cb0dca0b9d0b46be12e5','ATLAS_2SPB','18','31','0.1.37V11USA','BC66NBR01A11','Vodafone','United States','3810','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','64','3.0','muy bajo','bajo'
'08d740a58f3d8ffb2ef51bf9925600d0','ATLAS_2SPB','47','25','0.1.37V11','BC66NBR01A11','Vodafone','Portugal','3478','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','150','4.0','muy bajo','bajo'
'4c21a8c6a134a1444b783c8fc0b33bd0','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','889','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','322','4.0','muy bajo','bajo'
'c341d3761af86bda436e492bb18c5011','ATLAS_2SPB','47','35','0.1.37V11','BC66NBR01A11','Movistar','Portugal','3518','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','130','5.0','bajo','bajo'
'd7da8e4c22715eb1d88e47b62c9edf79','ATLAS_2G_SPB','6','22','0.2.37V11','M66FCR01A02BT','Vodafone','Guadeloupe','2415','Grupo4 (Zona Tropical)','Grupo B (America Central)','America/Guadeloupe','149','7.0','alto','bajo'
'afa2630e91171166e2cad5f275a7a65b','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2213','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','430','10.0','alto','bajo'
'8ed09fcff882f310dfc3cfb377951c7c','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3305','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','357','6.0','alto','bajo'
'1b43a0ba99b58d7ceeabb0d375b37c85','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Vodafone','Spain','3716','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','0','3.0','muy bajo','bajo'
'77fc905d7ae3f589a4ebb5d01758312a','ATLAS_2G_SPB','5','28','0.2.34V11','M66FBR03A08','','United Kingdom','2045','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/London','595','7.0','alto','bajo'
'16a410f567928925c34cf5d6091a1251','ATLAS_2G_SPB','1','1','0.2.31V10','M66FBR03A07','Vodafone','Germany','2392','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','141','27.0','muy alto','bajo'
'd3729aa5d5d8b2a26c63d2d4dcb8695d','ATLAS_2SP','1','7','0.1.17','BC66NBR01A11','Vodafone','Germany','904','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','1039','4.0','muy bajo','bajo'
'62f353d9b200531ec9dad8ad10b800ed','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Spain','3175','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','216','2.0','muy bajo','bajo'
'7a69be23b0c2d35a84651002261bcd98','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','488','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1010','4.0','muy bajo','bajo'
'6e42580217333d68057347814db2652a','ATLAS_2SPB','2','12','0.1.37V11','BC66NBR01A11','Movistar','Spain','523','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','190','11.0','muy alto','bajo'
'52d1a7d20bb5803956b230ac79e5c81b','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2267','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','616','2.0','muy bajo','bajo'
'5330bd64f1baed0bca18ff0d04e5fcb0','ATLAS_2SPB','1','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Italy','3948','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','0','1.0','muy bajo','bajo'
'8ea11c1255462151332c93f7df241462','ATLAS_2SPB','21','12','0.1.34V11','BC66NBR01A11','Vodafone','Switzerland','3930','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Zurich','0','2.0','muy bajo','bajo'
'ee0d2da82f34bb8cfcb45ce67a37125f','ATLAS_2G_SPB','5','22','0.2.37V11','M66FCR01A02BT','Movistar','United Kingdom','1956','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/London','448','5.0','bajo','bajo'
'09a1fa9d75ce923c16852d34e62c2d23','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','696','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1310','4.0','muy bajo','bajo'
'ede4cbab7760f1355efda4c262076839','ATLAS_2G_SPB','55','22','0.2.37V11','M66FCR01A02BT','Movistar','Chile','2869','Grupo5 (Zona Subtropical -)','Grupo B (America Central)','America/Santiago','20','4.0','muy bajo','bajo'
'1c0ce151994d882bdb0e963e6b2116b6','ATLAS_2SP','1','7','0.1.17','BC66NBR01A11','Vodafone','Germany','1361','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','47','3.0','muy bajo','bajo'
'3801e86b0d20d253aa2991180cbf3f49','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3277','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','266','3.0','muy bajo','bajo'
'1908bb43f85c1b66af16bf65f745937e','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','882','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1049','4.0','muy bajo','bajo'
'69b69975d3b663117b66fb160813ae7d','ATLAS_2G_SPB','2','18','0.2.34V11','M66FCR01A02BT','Movistar','Portugal','2177','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','475','7.0','alto','bajo'
'f91e3e7e77ef4e900ed69987b8e14d5f','ATLAS_2SPB','47','35','0.1.37V11','BC66NBR01A11','Movistar','Portugal','3302','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','261','5.0','bajo','bajo'
'ab2370e89e1b90e2bcfd852e552ee6f0','ATLAS_2SPB','46','16','0.1.34V11','BC66NBR01A11','Vodafone','Netherlands','508','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','627','19.0','muy alto','bajo'
'be5da82f0ebd284fbec972f0358c9505','ATLAS_2S','15','8','0.1.12','BC66NBR01A11','Vodafone','Italy','938','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','387','6.0','alto','bajo'
'd12945748bb3d18f61519f784c519ff9','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Portugal','3476','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','144','2.0','muy bajo','bajo'
'6580da3fc9b83bc7edd214b5e4f8f655','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3499','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','210','13.0','muy alto','bajo'
'0fb456f1ae305d0c2ac13100a1b3c54e','ATLAS_2G_SPB','17','34','0.2.36V11Tur','M66FCR01A03BT','VTurkey','Türkiye','2749','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','203','4.0','muy bajo','bajo'
'855123a95b5618a5a5aa1610b6869d62','ATLAS_2G_SPB','17','33','0.2.36V11Tur','M66FCR01A03BT','','Azerbaijan','3488','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Asia/Baku','29','5.0','bajo','bajo'
'62e4fafda70d75c18e3ba087e7bb6962','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Movistar','Spain','3350','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','247','9.0','alto','bajo'
'a637341bb03bc307e6c05f871b16ed13','ATLAS_2SPB','21','12','0.1.34V11','BC66NBR01A11','Vodafone','Switzerland','3383','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Zurich','583','12.0','muy alto','bajo'
'fc50a743604c19fee826d19b6f95bf62','ATLAS_2G_SP','6','7','0.2.17','M66FBR03A07','Movistar','France','1303','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Paris','795','15.0','muy alto','bajo'
'd5999212945c872b5d0fc7fe864ec911','Atlas 2','2','5','0.0.60','BC66NBR01A10','Vodafone','Spain','769','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','1042','3.0','muy bajo','bajo'
'7c4a1440fa543e913d8bfb80ec3da128','ATLAS_2G_SPB','1','38','0.2.40V12','M66FCR01A02BT','Vodafone','Italy','3052','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','283','2.0','muy bajo','bajo'
'b4bc979c1a6ad79e1202105b3df24db7','ATLAS_2G_SPB','2','22','0.2.37V11','M66FCR01A02BT','Movistar','Spain','2486','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','496','4.0','muy bajo','bajo'
'8eb5f4448f89b194800a23e321776f89','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2387','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','436','14.0','muy alto','bajo'
'9434d420cf67c7828763bee523122775','ATLAS_2SPB','46','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Germany','3182','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','131','2.0','muy bajo','bajo'
'37260664b2b925a4b9ea14de906487e3','ATLAS_2SPB','2','27','0.1.37V11','BC66NBR01A11','Movistar','Spain','3381','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','245','49.0','muy alto','bajo'
'262b3914fac384d12d79bb30e72ae5dc','ATLAS_2G_SPB','2','22','0.2.37V11','M66FCR01A02BT','Movistar','Spain','2486','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','493','5.0','bajo','bajo'
